Id,Review,Label
4908,I just loved the course. Everything fit my schedule and activities.,5
4909,It's seemingly a great course for K-12 teachers but lacks relevance for higher education.,2
4910,I´m new in online courses but I´m learning everyday. MoMA,5
4911,"As with the other MoMA class, I found it very helpful for use with my 9th and 10th grade English classes. Thank you for the insights!",5
4912,I really love all courses from MOMA... they are very professional,5
4913,Wonderfull course,5
4914,"Very helpful, inspiring and informative.",5
4915,Just as excellent as the other one was! Thank you so much! Can't wait to start Modern Art and Ideas!!!,5
4916,Excellent course. I have recommended Coursera and MoMA to several educators in my county.,5
4917,Humble; humanizing; full of culture; EXCELLENT.,5
4918,Fantastic course!!! It open me a new way to see and teach! Thank you very much!!,5
4919,Really good ideas and good assignments.,5
4920,I'm quite happy with this course. Thank you MoMA and Coursera!,5
4921,It was a very interesting course! Well-structure and nice to attend! I learned a lot of new things and I also had some ideas for using Art and Inquiry in my classroom! Thank you MoMa,5
4922,"Great! this course gives amazing activities and ideas for the classroom, but it also gives you smart strategies for us to connect and evaluate a work of art differently.",5
4923,Amazing course!,5
4924,Great !!,5
4925,Good content,4
4926,"Some of the content are repetitive. The first interview sounds ""staged"". Some Korean reference (""noon sei"" or something like that ) are non-value adding.",2
4927,Great teacher!,5
4928,"I am quite new to this learning portal and thus visited just few courses. Nevertheless I didn´t finish all of them because some were unfortunately quite boring. In contrast this course is so far the best I have seen. Professor Chang caught my attention from the first second. Course is very well structured, lessons and language are easy to understand. Lecture is very interactive, interrupted by short questions to maintain your concentration. Background is changing in order to keep your attention and desire to know more. Learning with prof. Chang is simply great fun!!!",5
4929,It would be better if the course can include more examples,4
4930,Thank you! For very interesting Course!!!!,5
4931,Great Course to Start a business Career,5
4932,The lessons contain brief explanation even if this is an introduction study only. There are a lot of key things and terms to remember (that are mostly hard to comprehend if you do not have marketing knowledge) which I also believe are necessary in further B2B market study.PS. I like the funny introductions and side comments of Prof. Chang.,4
4933,love the lectures,5
4934,"The best course I have ever taken online! Great studying, quality nad quantity of materials...really enjoyed it. Since we do not have lessons on this topic ar the university and we get only basic palentology information so we can understand todays animals, this was a great way to deepen and upgrade the knowledge . Thanks!",5
4935,"Excellent course of current knowledge of Marine reptiles from Mesozoic age. Thanks for accept me as free student, best wishes.",5
4936,"I loved that there were discrete chunks of learning in this course. All to often one is bombarded with data and can't make any sense from it. But here each weekly segment was complete and at the end, everything fitted together.Thank you. In fact, I have enjoyed all the University of Alberta courses offered on reptiles, birds, dinosaurs, etc.",5
4937,"Wow, what a fantastic course. Well structured and very well presented by a very knowledgeable palaeontologist. I cannot recommend this course enough.",5
4938,Superbly presented course.Thank you *.*,5
4939,"I love this course! I have learned so much, and the quizzes are so nice and short. They don't give me time to stress!!!",5
4940,One of the best (maybe the best) courses. Thank you!,5
4941,"Wonderful ! I have not been know about ancient Marine Reptiles until today. So, I am really thank you to teach and give knowledge for me.",5
4942,"Absolutely phenomenal course! Would recommend a million times over to anyone interested in this subject. I'm even looking into applying to the UofA after going through their wonderful MOOC's, well run, and interesting, wonderful course notes to supplement the clean, information packed, video lessons. Loved the interactive material too! The interactive phylogenetic tree was a lifesaver, I spent hours on that thing just reading up and looking around.",5
4943,Absolutely brilliant course.,5
4944,"I've just finish this course and it is the last one for me in the series of the paleontology courses provided by University of Alberta. And I must say, I'm simply blown away by all these courses! The topics covered are absolutely fascinating, the material presentation exceeded all my expectations and Scott Persons, the presenter, is probably the most engaging teacher I've ever seen, absolutely perfect at holding attention and delivering the material.I liked the way the course is structured - individually following the evolutionary tree of all three major groups. It's really interesting to see how evolution worked out for them.The material itself isn't short of terminology so it's treats listeners seriously, providing nitty-gritty details of how the evolution process took place, I really appreciate that. And it's never overdone, so a person without a special knowledge background can go through course just fine. Although it won't hurt to start these courses with Dino 101 first :)Interactive materials are a very nice touch and a welcome addition to excellent videos and great lecture notes. Loved the use of fossils as well, it's a joy to get a look at some treasures a university like this has in their possession.Hopefully, the staff behind these courses will be able to find an opportunity and new topics to continue to share knowledge about that mesmerizing time of prehistoric life. Until then, many thanks to all of them!",5
4945,5 star course thank you,5
4946,The subtitles once not match with the avance of the video.,5
4947,"This is my second course through the University of Alberta. I did Dino 101 (which I highly recommend on its own or before the Paleontology series) and was so impressed. Ancient Marine Reptiles is extremely in-depth - there is A LOT to learn here, from various animals to evolution, classification and trees. The instructor is absolutely phenomenal! I love his teaching style: he kept me engaged, interested and learning with nearly every sentence. It is obvious that he loves the world of Paleontology and that makes him easy to learn from. I highly, highly recommend this course and any others from the University of Alberta - they are some of the best courses I've ever taken.",5
4948,"This was a most informative course. and for me. not an easy one by any means. For an under-graduate, I would say is essential. Well done! And thank you!",5
4949,"Can be extremely complicated with all of the unfamiliar names, and I'd lose focus. As a result, I had a hard time keeping up. I'd recommend pausing and returning another day if you lose focus.",4
4950,No frills honest conjecture. Presentation material ocassionally looses to the tech but great with a chance of hiccups.,5
4951,Splending. Awesome. Ivy league.,5
4952,"This is a fascinating journey into the evolution of ancient marine reptiles. if you're a fan of paleontology and ancient animal life like I am, this course is for you. It's really well done and you won't regret it.",5
4953,Yet another great course by the University of Alberta.,5
4954,"I love Paleontology! This is a fantastic course, which makes me love life.",5
4955,Wonderful and informative course! Thank you so much!,5
4956,great course! Fun and interesting,5
4957,Another great course from the University that brought you Dino101,5
4958,"Fantastic! I would love some more of this teaching approach on other animals groups! i.e. Pterosaurs, whales, etc.",5
4959,"I thought this would be a fun simple class, but I DID NOT know anything about marine reptiles, and it showed. I learned a lot and this instruction was very helpful and very educational.",5
4960,Interesting course,5
4961,"Wonderful... just love how much there's to learn. Love the exposition the data, how it was developed. The perfect timing of the sound and english subtitles.Excellent professor.I will enrol to more Paleontology courses",5
4962,"excellent course would love to see more on early crocodilians and turtles, I know turtles have a debated history but would be awesome to look at possible origins.",4
4963,superb presentations following the three major divisions of marine reptiles from their origins to their eventual extinctions,5
4964,Another excellent course from the University of Alberta. A real privilege to have the opportunity to learn in this way.,5
4965,Excellent presentation of the information. I definitely have a much greater appreciation of these marine reptiles,5
4966,"This is a very basic course that introduces you to the topic, but doesn't go into much depth. While it's clear that a lot of time was spent filming and creating the course material, I still would not recommend this course. Both the presentation itself and the in-video quizzes are unbelievably obnoxious. The presenter emphasizes every other word and talks in a very unnatural manner that makes it very tiring to listen to, and the in-video quizzes are far too basic and take up too much time. Sometimes you also have to go to an external site in order to do the activities, which are badly designed and just frustrating. Overall, I recommend waiting for a better course.",2
4967,another brilliant piece of entertaining and informative education from Alberta.,5
4968,"just amazing i was looking for material in this are and had neverf ound , thanks alot =D",5
4969,"Again, wonderfully clear and informative.",5
4970,Another wonderful course from University of Alberta. Scott Persons is a great lecturer. Material is interesting and well structured.,5
4971,Great course! Just PLEASE don't use Dave Peters images on it.,5
4972,"Course is great. Coursera is a minus 5 stars for their money grubbing propensities. Love the instructor for these dinosaur courses, he is personable, knowledgeable and just a naturally great teacher. The information is fascinating and scientifically up to date. It leaves me with a favorable impression of the University of Alberta's research. The graphics used in all these courses are simply beautiful.",5
4973,Excellent course. Lots of information presented very well.,5
4974,The course was very detailed and complete. I learned a lot. It was a very good course.,5
4975,"An excellent introduction to the sometimes overlooked marine predators that lived alongside the dinosaurs! A lot of detail is presented here, so be prepared to act like a sponge and soak it all up.",5
4976,very well organised and stimulatingly presented .a whole new world is unfolded for the student.,5
4977,"I appreciate all staff of UNA and Coursera. I have been passed good study 4 weeks. So I did average 10 hours study in a day , 3 days in a week. It was hard for me but enjoyed.I passed 3 week quiz full point but final one was 1 quiz lost.Please let me know how to know which quiz was incorrect. And can I try second attempt it?",5
4978,"A very interesting course, but it's a pity one can only do the quizzes after payment.",4
4979,It would be great if even the auditing students cool take the quizzes.,4
4980,"Excelent course. I did not know nothing about the incredible fossil record that this ancient reptiles have, now I am learning a lot about its origin and evolution.",5
4981,"An excellent course on a fascinating subject, provided by an engaged team of professional and knowledgeable palaeontologists from the University of Alberta. I greatly enjoyed the video lectures, interactive tools and puzzles, discussions, detailed course notes, and just generally being able to take part in this wonderful course! Thanks for making this possible!",5
4982,Very interesting and meaningful. I personally recomend it.,5
4983,Very nice course. Well prepared and a lot of information to keep the interest alive in Paleontology.,5
4984,Nice course. I thoroughly enjoyed it. Thanks so much.,5
4985,"As usual for UofA Palaeo courses, 5 out of 5.",5
4986,Fascinating course! learned a lot.,5
4987,This is a great course,5
4988,Great course. Would definitely recommend it.,5
4989,Very well instructed and the videos are nice and short. Perfect as a side project or on the go learning.,4
4990,Very good course. Explanations of new technology andbasic concepts were informative and easy to understand.,5
4991,I love this course. Easy explaining so it's easy to understand.,5
4992,A very interesting course for beginners and a very good first step in pursuing deeper knowledge. Thank you Edinburgh University and Coursera,5
4993,Really interesting material and well presented in digestible chunks by a pair of engaging professionals in the field.,4
4994,Many thanx for a fantastic course! Waiting for your next one!,5
4995,Amazing course! Brings me a lot of updated information regarding technic that how mesure an observe the universe currently,5
4996,I enjoyed a lot this course and even if I am doing astrophysics I have learned some technical details!!,5
4997,Fantastic course for a beginner like me with no prior knowledge about Astronomy. Gives you loads of information about different elements of the universe with good details around how technology integrates with all the different elements to help us understand the overall picture better and be able to predict and past and future of our ever expanding universe. I am very glad I took this course.,5
4998,"The course was well planned, thorough and organized.",5
4999,Great course for learning not only the way the universe work but also the way we have learned it!,5
5000,Enjoyed this a lot. Wish I'd kept to my childhood plans to become an astronomer.,5
5001,Provides new insights for Dark Energy and Dark Matter and also helps one understand the basic Physics as applied to Astronomy.Really nice course !,5
5002,great starter for astronomy and cosmology :),5
5003,Excellent initial overview course for people without a knowledge of the Arctic or Environmental Science.,5
5004,The content was good and very instructive but the videos and graphic material could be more dynamic and interactive.,4
5005,Very interesting,5
5006,"Nice overview, gives a good appreciation for changes happening in the Arctic. Sometimes the lecture material is a bit dry and repetitive/slow.",4
5007,"The class isn't over but I'm suffering through it, not enjoying it, like I did the dino Uof A classes. Problems: the presenter is HORRIBLE. He's sing-songy, trying to be interesting. Can't you get the dino guy? Or me -I'll do it for free. PAINFUL. Also - you need more graphics. Charging along with Mr. Boring and a map of Alaska behind him as concept after concept - difficult ones for folks who aren't like me with lots of background - is a perfect recipe for lack of comprehension. Even inept and cheesy graphics would be better than nothing. Yes, I noticed that the earth is spinning the wrong way in the ""sun at an angle around the sun"" graphic but who cares? It's something. And yes, I know it's free, and I know you have budgets, but 3 universities can't rustle up a graphics undergrad to help out and call it an internship?? The content is probably better than my perception - and I'm perceiving high! - because I need an aspirin after 20 minutes of Mr. Please Get A Professional Presenter [or at least competent.] I create online education that is nothing better than Powerpoint and a talking head, lack of budget, but at least the head doesn't make people want to drown themselves in a melting glacier.",2
5008,"The course content was very interesting, however, the way it was presented was very dull and monotonous. The script was great - very insightful and informative, but having the presenter talk for the whole lecture without more frequent use of diagrams, figures, etc. to help understand the concepts is not helpful and incomprehensible to me. Specially when it comes to a course with so much geographical content, it would be good to have a more consistent depiction of maps. Furthermore, with all the new concepts, visual aid would help students understand what things are and what they look like since the backgrounds chosen for the lectures have little or nothing to do with the course whatsoever.On the other hand, I do think that the questions throughout the videos are extremely useful as they (usually) tackle problems that were not mentioned previously and gets the student to think independently. Finally, the end of lesson tests always have one or two challenging questions which is great. This course has a 5 star potential, so I hope the reviews are being read so they can work towards that goal!",3
5009,"I was really excited about this course. I thought the information was of high quality and well presented. However, I did have trouble staying focused. I would have liked more graphics depicting concepts. The presenter had a very monotone voice with a very active face. It was hard to sit through someone just talking at me even if the subject matter is interesting. I look forward to the other Arctic courses and hope they are just are well thought out but a bit more lively. You guys did a great job, keep it up!",4
5010,Great! I love the fact that it is a very simple course and information is easy to understand! I also adore the professionalism that is present in every lecture. Absolutely fantastic!,5
5011,A very good review of the main topics related to the Arctic and climate change. Final lesson tests are sometimes confusing.,4
5012,"Great course, very didactic and a easy way to learn about the Artic.",5
5013,very thought provoking,5
5014,"Very good, very Canadian.",5
5015,"Very interesting course on the Arctic. As an introduction, I appreciated the broad overview of the things affecting the Arctic and thus the global climate. As a neophyte, some of the more technical, scientific aspects were hard to follow but were just as interesting to understand; having the course notes to go back to was helpful!",4
5016,"I found the course informative, but the quizzes to be a problem as there were too many multiple answers, so was near impossible to complete the quizzes correctly",4
5017,Very interesting course that covers the the Arctic and how it has been impacted by climate change. Overall a qualitative discussion of the Arctic climate that references more detailed quantitative data. The summary sheets for each week are a really helpful reference for the class and beyond.,4
5018,"Content was very good. I didn't liked the assignments, they were too short and the answering options were too narrow; sometimes they could be misinterpreted and led to a confusing missing point. I would recommend to add several more questions for each assignment, chosen random for each attempt, put a limit on total attempts and give feedback on answers. Thanks for the course, I enjoyed it a lot; short but precise.",4
5019,"Interesting subject, the presenter is hard to listen to though.",2
5020,"really interesting, it's a really good base for all to understand the Arctic and a rebound to understand the climat change. I would like to learn more in the pdf lesson, if you'll be able to add some optional lessons to read I would appreciate, but for sur I'll take the next course. It well structure and explain. The other thing is about the test it will be interesting to have all the good answer after we've pass it. Just to understand our mistake",4
5021,"An interesting, very well instructed MOOC! Very good lectures and excellent scripts. I also liked the many questions/quizzes that were embedded in the video lectures. If another MOOC was offered by the instructor, I would take it.",5
5022,"Good info. Instructor had rather odd body language, but friendly. Had trouble passing a couple of section tests due to ""check all that apply"" questions. Sections on ocean and atmosphere circulation and global warming rather boring and a little harder to follow. Interesting class overall.",4
5023,"nice course, well taught, with interesting information",5
5024,Very nicely put together and presented into a down to earth course about the Arctic and how climate change is affecting all species of life in the surrounding area.,5
5025,"The course is good but it could be improved. For example, I don't think the images on the background (even if they are stunning) are particularly important and I think they could be substituted by plots and schemes referring to the topics (all the presented schemes where helpful, but there would have been more things that would have been good to see visually).",2
5026,There is a very technical portion to this class making it difficult for the neophyte to truly understand and explain course content.,3
5027,Cool,4
5028,It is an exremely useful course for both the Swedish language and a better academic writing! I would like to ask Lund University to share more courses with us=),5
5029,Best course ever i have completed in my life :),5
5030,Very easy to comprehend course. Both presenters put extra effort in relaying the material and introducing comical relief along the way. I can say now that I understand more above z-scores and t-scores that I ever did at university! I would highly recommend the course for anyone feeling a bit scared than facing statistical information,5
5031,These guys use the best examples to make statistics fun!,5
5032,Very good course and very interesting.,5
5033,Is the most beautiful course ever I learned stats by taking this course.,5
5034,I had a really great time with the material! Thank you!,5
5035,"I am new to statistics and found most of the lessons difficult to understand, although I did pass the course and had taken the first two courses of the specialization before. More exercises would help. Also I do not plan on using R in the future so this part of the course was not very relevant to me, but it was not the hardest.",3
5036,Thank you! It is so amazing!,5
5037,"Engaging video lectures that are just the right length, and a great R lab that is super helpful, I highly recommend this course!",5
5038,Very good course to get started in statistics,5
5039,"I had a really great time with this course. A lot of work went into it, from the presentation to the content. Really well done. It was quite challenging. I felt that the last module (7) introduced some very difficult concepts which, even after checking other sources, I couldn't understand fully. Some questions from the exam in that module were substantially different from the ones in the lectures. I would give 4.5 stars if I could.",4
5040,Great course for beginners:S,5
5041,"The course has fun illustrations and a high quality of production, but the lessons themselves don't dive very deep. Ideas are introduced but not considered in depth. One such example is variance. We get the equations but not much insight into what it is a measure of and it's value. Additionally, and this might just be me, but the experiments used to illustrate examples at times are difficult to understand.",3
5042,Thank you very much for this great course!,5
5043,Was a useful course for people wanting to learn statistical concepts!,4
5044,Thanks for making things simpler.,5
5045,"Course material is not enough, you need to also refer at least one reference book as well.",3
5046,I have to say this course has the best picture/graphical illustration than any course that I have ever taken. nice job UvA!!!,5
5047,very useful for BA psychology students!,5
5048,Good course on basic statistics.,5
5049,"its very interesting course , its gave me insight about statistics which i did not have knowledge about it before .",5
5050,thank you,4
5051,"Great course, useful and fun",5
5052,Nice and well done. Teachers are very clear in explaining concepts and examples are useful and helpful.,4
5053,Fantastic course. Best in the world,5
5054,The course helped me to check my knowledge from basic statistics. Teachers are great and explain difficult topics on some easy to understand examples. Thank you!,5
5055,"Very helpful for beginners, the examples are very well chosen to help you understand the meaning of all the mathematical formulas.",4
5056,it was truly helpful! thank you guys!,5
5057,Thank you very much for this course! I got many useful information and had lots of fun to study it.,5
5058,This course is a very interesting course. It introduces the world of statistics. It is a good start.,5
5059,"The lecturers are very engaging and clearly experts in the field. The concepts are explained and illustrated beautifully, with lots of examples.",5
5060,"It's awesome! I've never had such a more cool lecture. Thanks, Profs. I'll take other classes!",5
5061,"great introduction to statistics with no prior knowledge required. Although in parts has been challenging, for me is the right degree of difficulty to push an individual to learning.",5
5062,Beautiful Teaching.. Well done,5
5063,Great introduction to statistics presented in a very interesting and engaging way.,4
5064,It's everything I needed to keep running with Data Scientist Specialization preparing.Thank you so much for your support!,4
5065,"I've first time attended an online course. Basic statistic is great for specialization both students and employers. Syllabus of lessons become simple to complex, so it get easier learning. 1st week of the course about to finish. Thanks for all.",5
5066,very good course,5
5067,"Very good prepared, congratulations. The course helped me understand the basic notions very easily and with fun.",5
5068,It was a very useful courser. I really enjoyed it and learnt a lot. Thank you.,5
5069,Great course! very intuitive. Great learning experience.,5
5070,"Outstanding courses, may be the best one that I ever seen on Coursera.org!Thank you!",5
5071,"Whenever I read and try to understanding about statistic, I feel it's very difficult and confusing. But with the simple method of this video to teach me about statistic, now I feel that my love parameter about statistic is increased. Thank you very much.",5
5072,"Way too much videos and too little hands-on learning. Felt like the course mostly taught you to remember stuff, and not actually learning a skill, though I broke the course early.",1
5073,"very clear and well-organized, one of my best experiences on coursera",5
5074,Very nice and easy presentations describing things I forgot from university.,5
5075,"This course is very well prepared, thanks to the video and the commitments of the 2 teachers,There is also a good balance between Theory and Practice (usage of R).I do already use the learning of this course in my daily job (data & analytics)Good job and thank you to the entire team who has prepared this course.",5
5076,"FUN, surprisingly!",5
5077,The course was great! It was quite dense and took a lot of time especially the R Lab sessions. Mr Loon may like to use more interesting ways for communication. Also the transcripts provided do not contain equations/ formulas which becomes a problem. Integrating slides into transcripts would be helpful.,4
5078,Very good to refresh your statistics skills.,5
5079,Easy and inspiring,5
5080,"I liked the course, nonetheless I liked we had previous exercises to prepare to each evaluation.",4
5081,"I've only gotten started, but there seems some assumptions made about how much we know and how quickly we can pick up these new terms and ideas.",2
5082,"Very clear, very good visuals, easy to follow. Highly recommended. I only wished the DataCamp examples were in Python, not R, but I understand R is a more natural choice for non-programmers. The lab and the presented theory are well synced.",5
5083,For people who want to enter the world of statistics...this is the course.PERIOD!,5
5084,"Great course!Well explained concepts, easy to grasp, thorough evaluation :)",5
5085,"I liked the content of the course very much; the videos were all very clear, with nice examples & visualisations of those examples. However, the R labs included in this course were not very challenging; by following a list of steps you can complete them easily without learning much from them. Additionally, the R labs sometimes would not accept an answer as correct when it was a slightly different solution to the same problem.",4
5086,"Overall, very good course. I thought the weakest sections were the ones taught by Prof. Emiel van Loon (the dark-haired one). I found him much less clear and engaging than Prof. Matthijs Roduijn (the blonde one). The R labs were fine for me because I have a background in programming, but people without that may need a lot of time to do them.",4
5087,This course covers the basic knowledge of statistics and probability but skips the mathematical details behind the theory. Great for beginners but not perfect for advanced users.,4
5088,Excellent course.The final exam was awesome.Very demanding and exciting course,5
5089,"I love this course, it is perfect for statistics beginner. The lecturer are talking in a interesting way, I won't feel boring.",5
5090,The course is quite informative and educative for a non-statistical person like me. The instructors were explaining complex concepts in a very simpler manner. Except that the use of data camp for R could have been replaced with the exercises done on R (offline) and submitted through the quiz. The quizzes were really good.,4
5091,Highly recomended!!!!,5
5092,Great course but a lack of formulas in pdf files is very uncomfortable,5
5093,2 Stars less because they should have included R video tutorials,3
5094,"Very engaging videos, good pace, easy to understand. Great job guys!",5
5095,"Love the lectures and the way everything is organized in the course, however the information or instructions provided by the labs seem incomplete.",4
5096,"Not very helpful. In the homework I spent more time wrestling with commands in R than actually gaining an understanding of the subject matter.Also, I really didn't need so many subject matter examples about the professor's baby's pooping habits. (And my family is Dutch with all the offensive humor that comes with it, so it's not just a matter of the sense of humor not translating)I'm re-taking Statistics with Calculus online at my local state university and frankly, I can't notice any benefit from taking this course first. My current online Statistics with Calculus course is rewarding and I feel like I'm truly gaining mastery of the topics, whereas in the Basic Statistics course I was floundering.The graphics in the way the lessons are presented are well done! But I would have been just fine with fewer graphics if it meant more worked-through examples.",2
5097,Fantastic !! Very condensed and well explained,5
5098,"Good design and really easy to learn, good teachers even for beginners",5
5099,It was a great course and method of teaching was exceptional.,5
5100,The illustrations and the teaching methodologies employed are way beyond what words can explain. A big Thanks to all of you!,5
5101,"Simple, Concise and Awesome",5
5102,Thank you very much for your insightful explanation on statistics. I am much more of a picture person and the approach of this course has a very huge impact on my job and study. I hope you will have this kind of new courses in the future. I am willing to follow your courses in the future.,5
5103,Contents are very well explained,5
5104,"Though it was mentioned that this course is for beginners without too much of statistics background, I still feel, some decent background is required to take up this course, particularly the Inference part.Otherwise, the course is pretty good and commendable.",4
5105,Absolutely amazing course with good humour and great pictures. You will get knowledge of Basics of Statistics which will stay with you for a long time after passing an exam.,5
5106,There should be some case study to feel real time scenario. As far as the content is concern its perfect.Thanks,4
5107,"Excellent course, virtually all the lectures were taught based on practical examples, exactly the way statistics should be taught. 10 out of 10, no shadow of a doubt",5
5108,This course is awesome :),5
5109,"Great content, very useful and practical (applicable to nearly everything you ork with) and presented in a very interesting way. The Graphics are genious",5
5110,"As a student of the UvA I have followed multiple courses on statistics as the university, and this coursera course comes very close to the level of those courses. (For free!)",5
5111,"I have already given my feed back. Excellent. No words other than thanks, thanks, thanks to all who made me learn the basic statistics from your well learned team.",5
5112,The lecturer does not clearly explain the topics very well especially on the topics in Probability and Distribution. His presentation in English is honestly quite hard to understand.,2
5113,It's a great introductory course to statistics.,5
5114,"A really great course. Simple to follow and understand, but provides insights into the basics of statistics. Almost no math which is good news for non-experts and makes the course more accessible for a broader audience. The lecturers explain the intuition behind the fundamental things in statistics, which I find very important before studying the statistical tests (inferential statistics). Feels like it opened my eyes.Thank you very much Matthijs Rooduijn and Emiel van Loon!",5
5115,What an amazing course!!! This is a very important step for me to enter data science,5
5116,The animation is pretty great!,5
5117,"I have started this course again and again. Although the lectures themselves are clear enough, the quizzes are sometime so confusing and don't reflect the way that topic was taught. The worst part is R lab. I understand nothing of it. It makes no sense. I should not be part of a basic statistics course. I have wasted my money on a specialization that I can't get because I will not, and simply cannot learn R. They should have made that clear this would involve programming. I am only now thinking of learning from the videos but have given up the hope of getting a specialization certificate.The instructor in the first two session was still engaging, but starting in the third lesson the instructor is so boring and his voice makes me drowsy. Plus his sentences are so long and confusing. He has a horrible way to explain something. They need to keep in mind this is BASIC statistics, so cut down on the jargon. He does introduce the terms in 3.01 but just after one video the words don't magically sit in my memory.I've given 3 stars because although I have to work double hard just to make sense of what the instructor says by reading a book on basic statistics, at least the videos provide a structure, good examples and after watching them a few times things become clear.",3
5118,Interesting course to refresh my basics in statistics. Professors are engaged and uses simple example to present the concepts.,5
5119,"I loved the course. The clear explanations, tough quizzes and cheerful attitude helped me invest and find joy in statistics. Now I want to learn more and more.",5
5120,Really a good course. Worth learning.,5
5121,The explanations in the videos were very helpful. A very useful course.,4
5122,I recommend this course.,5
5123,This is a brilliant course to learn statistics from scratch. The instructors are too good and their teaching methods and examples are very lucid. A must visit course for everyone who wants to get their statistics correct,5
5124,great way to teach,5
5125,Thank you very much! I learned so much!,5
5126,I use this course to better understand a statistic course I am following for my Psychology studies. Many thanks for the crystal clear explanations!,5
5127,This course is one of the best I wish every students at university for BA or MS or PHD learn Statistics I think we need it in all kind of business life,5
5128,Its Awesome experience,5
5129,Best course for the beginners in Statistics.,5
5130,"Very good class for beginners, everything is well explained and illustrated with examples. I highly recommend this course for those who want to understand statistics easily",5
5131,"A very engaging approach to online teaching, that is very effective at keeping you from zoning out while staring at boring slides of text with someone speaking over top of it. I wish more online learning courses would follow this example.",5
5132,R labs are too tedious for people with medical or science background! we need explanations rather than trying to figure it out on our own!,2
5133,"The ""basic statistics"" is an excellent course. The course is detail-oriented, very useful and easily understood. I strongly recommend it.",5
5134,"I am almost done with this course and I want to recommend it very highly. I came to this with a lapsed and sporadic understanding of probability and statistics. I followed all the lectures, did all the tests and homeworks and feel like I have learned a lot.",5
5135,"I sucked at math in high school, but this course is making me love math again. Excellent job, Amsterdam Uni.",5
5136,"Good course, although sometimes instructions/questions are unclear",4
5137,this course was a waste of my time; luckily I found out after wasting only 6 hours on the preview. this course apparently requires a level of probability knowledge I don't,1
5138,"One of the best courses of statistics for the beginners. The concepts are well explained, the learning path well researched and above everything the R labs were ideal for the beginners.",5
5139,Very useful Statistics Course.,4
5140,It is absolutely a great course!,5
5141,The supervisor and the content is extremely good.,5
5142,Excellent instructors; lessons are well structured.,5
5143,"Excellent course, clear informative lectures using real life examples that make statistics easier to understand.",5
5144,"it is very useful for learning basic satistics. really awsome,you won't regret to choose it.",5
5145,"Intuitive, clear, neither too fast nor too slow.. easy to follow",5
5146,"great intro class to statistics. Love the animation, teaching style and R lab exercises. The first class in coursera that video content and quiz are relevant. Highly recommended!!!",5
5147,"The case studies and explanations are very clear, and the visuals really work to help understand the material. I strongly recommend the course.",5
5148,"I hadn't touched math in any real way in years and this was a great re-introduction. The videos were fun and engaging, and while the material was challenging, I felt I got a lot out of it. I highly recommend it for people who need statistics for their work or for a degree program but who are feeling a little intimidated by it.As far as feedback goes, I would have liked to get explanations for quiz questions I couldn't answer. I wish there was a way to say, ""This is the quiz score I'd like to accept; now please explain to me the ones I missed."" The lack of feedback on the quizzes was frustrating at times.",5
5149,The best course I've ever enrolled in.,5
5150,Brilliant formulated course with ample examples which makes the course really interesting! Recommended for first timers as well as refreshers!,5
5151,Great course :),4
5152,Uses R with no explanation. Why does it use a challenging programming language that is not the point. The point is to learn statistics.Use Statcrunch - so students can focus on statistics not programming,1
5153,Teachers have very clear logic to teach and make things very easy to understand.,5
5154,"Excellent MOOC. A great introduction to the basic elements of statistics. I had studied statistics years ago in my bachelor but almost forgot everything. This course greatly helped me revive all the elementary concepts. The teachers explain complex things in simple terms easy to follow, and the funny examples have brought a smile to my face more than once and twice during the MOOC. Finally, the collaboration with professional illustrators adds great value to the course. A big deal of effort has gone into its making, and it truly pays off. I just wished there'd be an intermediate and advanced statistics course to keep digging into it!Thanks a lot!Alejandro",5
5155,"I was always scared of Statistics but after going through this training, Statistics has been made simple and I am enjoying it. I have decided to pursue more Statistics training from the University of Amsterdam on Coursera. I enjoyed the training of those great faculty members.",5
5156,"It is really helpful to get an idea for statisctics. Examples, quizzes, assignments as well as R lab designed on according to content of class. There is no suprise.",5
5157,Nice. For noobs.I enjoyed it!,4
5158,It's an excellent course. All the content is simple and easy to follow.Congratulations for such a great didactic.,5
5159,"Really a great introductory course. I am a real beginner in statistics, since I need it to make it easier for my self at data mining and machine learning in the future, this course gives me a solid basic understanding of terminology, calculations and relationships between calculations. Week 3 and 4 are pretty hard in my opinion, but after doing the course learning how to learn I know how to handle it, so I will recommend everybody to do that one also if you think this looks too difficult for you.",5
5160,Excellent presentation of concepts!!,5
5161,Great Presentation !,5
5162,Thank you!,5
5163,Fantastic Instructors. Imparting complex concepts using simple examples is commendable. Thumbs up!,5
5164,"It's a great course to learn basic statistics.The course structure is clear and well ordered, and the video lectures are friendly and well explained.I'm pleased with the course.Thanks people",5
5165,Excellent jobs in explaining sophisticated theories with vivid examples ^^,5
5166,Great course! Finally I could learn statistics and R,5
5167,Easy to follow and information was presented beautifully. Was very enjoyable learning experience.,5
5168,"I am a physician... love this course. Highly recommend it. Even if you don't complete the tests, it is extremely useful to all physicians, residents and medical professionals and to anyone who wants to know statistics.",5
5169,I am really enjoying all the courses on Statistics. Thank you to the whole team.,5
5170,"Very nice and useful course, some small mistakes in R assignments",4
5171,very nice course,5
5172,The course is very well done and explained in a very simple way!,5
5173,"The course is really good.i was little bit familiar with statistics but after this course everything became clear in my mind and don,t have any confusion also .",4
